단축코드,한글 종목약명,상장일,시장구분,증권구분,주식종류,액면가,상장주식수
12750,에스원,1996-01-30,KOSPI,주권,보통주,500,37999178
306040,에스제이그룹,2019-11-18,KOSDAQ,주권,보통주,500,9865828
33530,SJG세종,2002-09-25,KOSPI,주권,보통주,500,27820961
217910,에스제이켐,2018-04-27,KONEX,주권,보통주,100,13990522
4060,SG세계물산,1976-04-19,KOSPI,주권,보통주,500,202424960
16250,SGC E&C,1999-12-28,KOSDAQ,주권,보통주,5000,5036986
184230,SGA솔루션즈,2013-12-20,KOSDAQ,주권,보통주,100,88776993
40610,SG&G,2000-04-27,KOSDAQ,주권,보통주,500,34087196
255220,SG,2018-01-26,KOSDAQ,주권,보통주,100,102737217
398120,에스지헬스케어,2024-12-19,KOSDAQ,주권,보통주,100,11309700
6125,SK디스커버리우,1989-11-24,KOSPI,주권,구형우선주,5000,1312455
6120,SK디스커버리,1976-06-29,KOSPI,주권,보통주,5000,18347855
302440,SK바이오사이언스,2021-03-18,KOSPI,주권,보통주,500,78369145
326030,SK바이오팜,2020-07-02,KOSPI,주권,보통주,500,78313250
475150,SK이터닉스,2024-03-29,KOSPI,주권,보통주,200,33754042
457940,에스케이증권제10호스팩,2023-08-11,KOSDAQ,주권,보통주,100,3310000
472230,에스케이증권제11호스팩,2024-03-04,KOSDAQ,주권,보통주,100,4155000
473000,에스케이증권제12호스팩,2024-05-07,KOSDAQ,주권,보통주,100,3310000
473950,에스케이증권제13호스팩,2024-07-25,KOSDAQ,주권,보통주,100,4420000
455910,에스케이증권제9호스팩,2023-07-21,KOSDAQ,주권,보통주,100,5020000
660,SK하이닉스,1996-12-26,KOSPI,주권,보통주,5000,728002365
475660,에스켐,2024-11-18,KOSDAQ,주권,보통주,500,7929835
96630,에스코넥,2007-12-26,KOSDAQ,주권,보통주,200,79381616
69510,에스텍,2003-11-14,KOSDAQ,주권,보통주,500,10910000
488280,에스투더블유,2025-09-19,KOSDAQ,주권,보통주,500,10654263
234300,에스트래픽,2017-12-05,KOSDAQ,주권,보통주,500,27207780
39440,에스티아이,2002-02-28,KOSDAQ,주권,보통주,500,15830000
98660,에스티오,2009-04-17,KOSDAQ,주권,보통주,500,12500976
52020,에스티큐브,2001-07-05,KOSDAQ,주권,보통주,500,67983291
237690,에스티팜,2016-06-23,KOSDAQ GLOBAL,주권,보통주,500,20701684
50760,에스폴리텍,2002-05-16,KOSDAQ,주권,보통주,500,16334678
288620,에스퓨얼셀,2018-10-15,KOSDAQ,주권,보통주,500,6979316
443670,에스피소프트,2024-02-15,KOSDAQ,주권,보통주,100,24741392
317830,에스피시스템스,2019-08-14,KOSDAQ,주권,보통주,100,10773818
58610,에스피지,2002-07-23,KOSDAQ,주권,보통주,500,22177360
43340,에쎈테크,2000-08-29,KOSDAQ,주권,보통주,500,95000000
23960,에쓰씨엔지니어링,1997-06-23,KOSPI,주권,보통주,500,38035975
163280,에어레인,2024-11-08,KOSDAQ,주권,보통주,100,8174789
298690,에어부산,2018-12-27,KOSPI,주권,보통주,1000,116640000
54630,에이디칩스,2001-11-13,KOSDAQ,주권,보통주,500,7970946
200710,에이디테크놀로지,2014-12-16,KOSDAQ,주권,보통주,500,13440822
475580,에이럭스,2024-11-01,KOSDAQ,주권,보통주,200,13624900
96690,에이루트,2010-12-01,KOSDAQ,주권,보통주,2500,24137053
78520,에이블씨엔씨,2011-09-07,KOSPI,주권,보통주,500,26014161
298380,에이비엘바이오,2018-12-19,KOSDAQ,주권,보통주,500,55125165
203400,에이비온,2021-09-08,KOSDAQ,주권,보통주,500,50056280
195990,에이비프로바이오,2015-04-13,KOSDAQ,주권,보통주,500,284689721
3800,에이스침대,1996-05-03,KOSDAQ,주권,보통주,1000,11090000
88800,에이스테크,2006-03-27,KOSDAQ,주권,보통주,500,75506434
241840,에이스토리,2019-07-19,KOSDAQ,주권,보통주,500,9539994
364950,에이아이코리아,2025-04-29,KOSDAQ,주권,보통주,500,8296445
453860,에이에스텍,2023-11-28,KOSDAQ,주권,보통주,500,5657215
312610,에이에프더블류,2019-07-01,KOSDAQ,주권,보통주,500,20256888
15260,에이엔피,1988-01-18,KOSPI,주권,보통주,500,45116894
172670,에이엘티,2023-07-27,KOSDAQ,주권,보통주,500,8960259
495900,에이엠시지,2024-12-13,KONEX,주권,보통주,500,4915384
234070,에이원알폼,2015-12-21,KONEX,주권,보통주,500,6960703
481070,에이유브랜즈,2025-04-03,KOSDAQ,주권,보통주,100,14160000
140910,에이리츠,2011-07-14,KOSPI,부동산투자회사,보통주,5000,4463032
60900,에이전트AI,2002-09-17,KOSDAQ,주권,보통주,1000,39910734
445090,에이직랜드,2023-11-13,KOSDAQ,주권,보통주,500,10871660
39570,HDC랩스,2015-09-24,KOSPI,주권,보통주,500,25957601
89470,HDC현대EP,2006-09-25,KOSPI,주권,보통주,500,31900000
9540,HD한국조선해양,1999-08-24,KOSPI,주권,보통주,5000,70773116
267270,HD현대건설기계,2017-05-10,KOSPI,주권,보통주,5000,17357613
443060,HD현대마린솔루션,2024-05-08,KOSPI,주권,보통주,500,44829210
71970,HD현대마린엔진,2009-05-15,KOSPI,주권,보통주,2500,33921495
267250,HD현대,2017-05-10,KOSPI,주권,보통주,1000,78993085
322000,HD현대에너지솔루션,2019-11-19,KOSPI,주권,보통주,5000,11200000
42670,HD현대인프라코어,2001-02-02,KOSPI,주권,보통주,1000,188851238
267260,HD현대일렉트릭,2017-05-10,KOSPI,주권,보통주,5000,36047135
329180,HD현대중공업,2021-09-17,KOSPI,주권,보통주,5000,104961225
295310,에이치브이엠,2024-06-28,KOSDAQ,주권,보통주,500,11901931
297890,HB솔루션,2020-06-22,KOSDAQ,주권,보통주,500,73140914
440290,HB인베스트먼트,2024-01-25,KOSDAQ,주권,보통주,500,27506430
78150,HB테크놀러지,2004-12-08,KOSDAQ,주권,보통주,500,92715916
72990,에이치시티,2016-10-17,KOSDAQ,주권,보통주,500,14406206
225530,HC보광산업,2015-12-17,KOSDAQ,주권,보통주,500,36338727
60560,HC홈센타,2002-07-11,KOSDAQ,주권,보통주,100,127669525
36640,HRS,2000-05-30,KOSDAQ,주권,보통주,500,16354800
2460,HS화성,1988-09-29,KOSPI,주권,보통주,5000,10150000
487570,HS효성,2024-07-29,KOSPI,주권,보통주,5000,3725927
298050,HS효성첨단소재,2018-07-13,KOSPI,주권,보통주,5000,4479948
44990,에이치엔에스하이텍,2024-10-25,KOSDAQ,주권,보통주,500,7685425
28300,HLB,1996-07-27,KOSDAQ,주권,보통주,500,131853110
3580,HLB글로벌,1990-03-23,KOSPI,주권,보통주,500,50663505
278650,HLB바이오스텝,2019-11-27,KOSDAQ,주권,보통주,100,87005539
343090,HLB사이언스,2020-04-24,KONEX,주권,보통주,500,18959752
67630,HLB생명과학,2008-11-25,KOSDAQ,주권,보통주,500,121917058
187420,HLB제넥스,2015-05-29,KOSDAQ,주권,보통주,500,29135882
47920,HLB제약,2015-12-21,KOSDAQ,주권,보통주,500,32799356
115450,HLB테라퓨틱스,2010-03-26,KOSDAQ,주권,보통주,500,84382263
46210,HLB파나진,2000-08-16,KOSDAQ,주권,보통주,500,45126718
196300,HLB펩,2016-12-07,KOSDAQ,주권,보통주,500,9293398
239610,에이치엘사이언스,2016-10-28,KOSDAQ,주권,보통주,500,5392115
36170,에이치엠넥스,1999-12-21,KOSDAQ,주권,보통주,1000,61365626
462020,에이치엠씨제6호스팩,2023-10-13,KOSDAQ,주권,보통주,100,4345000
477340,에이치엠씨제7호스팩,2024-06-24,KOSDAQ,주권,보통주,100,7510000
11200,HMM,1995-10-05,KOSPI,주권,보통주,5000,943237970
148930,에이치와이티씨,2022-08-09,KOSDAQ,주권,보통주,500,10175213
376270,HEM파마,2024-11-05,KOSDAQ,주권,보통주,500,7088637
44780,에이치케이,2000-09-07,KOSDAQ,주권,보통주,500,18505787
195940,HK이노엔,2021-08-09,KOSDAQ GLOBAL,주권,보통주,500,28329891
403870,HPSP,2022-07-15,KOSDAQ GLOBAL,주권,보통주,500,83498568
357230,에이치피오,2021-05-14,KOSDAQ,주권,보통주,500,41293476
355690,에이텀,2023-12-01,KOSDAQ,주권,보통주,500,5404980
71670,에이테크솔루션,2009-04-17,KOSDAQ,주권,보통주,500,10000000
45660,에이텍,2001-05-24,KOSDAQ,주권,보통주,500,8260000
224110,에이텍모빌리티,2015-08-25,KOSDAQ,주권,보통주,500,5340000
21080,에이티넘인베스트,1991-07-12,KOSDAQ,주권,보통주,500,48000000
200470,에이팩트,2014-12-26,KOSDAQ,주권,보통주,500,42362093
207490,에이펙스인텍,2018-11-28,KONEX,주권,보통주,500,3600000
262260,에이프로,2020-07-16,KOSDAQ,주권,보통주,500,14468152
3060,에이프로젠바이오로직스,1984-10-19,KOSPI,주권,보통주,500,198407845
7460,에이프로젠,1995-07-08,KOSPI,주권,보통주,500,329305030
397030,에이프릴바이오,2022-07-28,KOSDAQ,주권,보통주,1000,23208326
244920,에이플러스에셋,2020-11-20,KOSPI,주권,보통주,500,22607693
265520,AP시스템,2017-04-07,KOSDAQ,주권,보통주,500,15050821
278470,에이피알,2024-02-27,KOSPI,주권,보통주,100,37430655
54620,APS,2001-12-04,KOSDAQ,주권,보통주,500,18394221
211270,AP위성,2016-03-04,KOSDAQ,주권,보통주,500,15082304
0009K0,에임드바이오,2025-12-04,KOSDAQ,주권,보통주,500,64156161
230240,에치에프알,2015-12-16,KOSDAQ,주권,보통주,500,13309000
159910,에코글로우,2012-12-27,KOSDAQ,주권,보통주,100,52335485
230360,에코마케팅,2016-08-08,KOSDAQ,주권,보통주,100,30998758
38870,에코바이오,2001-05-29,KOSDAQ,주권,보통주,500,14014949
97780,에코볼트,2008-01-23,KOSDAQ,주권,보통주,1000,67730338
448280,에코아이,2023-11-21,KOSDAQ,주권,보통주,500,29631129
101360,에코앤드림,2020-07-30,KOSDAQ,주권,보통주,500,17786114
128540,에코캡,2018-12-05,KOSDAQ,주권,보통주,100,26690460
86520,에코프로,2007-07-20,KOSDAQ GLOBAL,주권,보통주,100,135776152
450080,에코프로머티,2023-11-17,KOSPI,주권,보통주,500,70558754
247540,에코프로비엠,2019-03-05,KOSDAQ GLOBAL,주권,보통주,500,97801344
383310,에코프로에이치엔,2021-05-28,KOSDAQ,주권,보통주,500,20974932
38110,에코플라스틱,2000-03-23,KOSDAQ,주권,보통주,500,41169370
73540,에프알텍,2007-05-18,KOSDAQ,주권,보통주,500,11400000
64850,에프앤가이드,2020-12-17,KOSDAQ,주권,보통주,500,11410332
214270,FSN,2015-03-25,KOSDAQ,주권,보통주,500,43690959
36810,에프에스티,2000-01-18,KOSDAQ,주권,보통주,500,21956348
173940,에프엔씨엔터,2014-12-04,KOSDAQ,주권,보통주,500,15392808
83500,에프엔에스테크,2017-02-27,KOSDAQ,주권,보통주,500,8575722
446440,에피바이오텍,2023-07-31,KONEX,주권,보통주,500,2306879
54940,엑사이엔씨,2001-12-13,KOSDAQ,주권,보통주,500,33173548
950130,엑세스바이오,2013-05-30,KOSDAQ,주식예탁증권,보통주,무액면,37727832
373110,엑셀세라퓨틱스,2024-07-15,KOSDAQ,주권,보통주,500,17294394
205100,엑셈,2014-11-07,KOSDAQ,주권,보통주,100,71462308
356680,엑스게이트,2023-03-16,KOSDAQ,주권,보통주,100,28543492
70300,엑스큐어,2010-06-09,KOSDAQ,주권,보통주,500,23307078
317770,엑스페릭스,2019-08-01,KOSDAQ,주권,보통주,500,33275181
373200,엑스플러스,2021-02-26,KOSDAQ,주권,보통주,100,110005336
69920,엑시온그룹,2007-12-05,KOSDAQ,주권,보통주,500,44820693
92870,엑시콘,2015-10-22,KOSDAQ,주권,보통주,500,13050797
19490,엑시큐어하이트론,1998-11-04,KOSPI,주권,보통주,500,76432270
317870,엔바이오니아,2019-10-24,KOSDAQ,주권,보통주,500,8546519
67570,엔브이에이치코리아,2013-12-03,KOSDAQ,주권,보통주,500,42170000
236810,엔비티,2021-01-21,KOSDAQ,주권,보통주,100,16975426
140610,엔솔바이오사이언스,2018-09-10,KONEX,주권,보통주,500,13337529
333620,엔시스,2021-04-01,KOSDAQ,주권,보통주,100,10556344
101400,엔시트론,2009-03-31,KOSDAQ,주권,보통주,500,68450730
36570,엔씨소프트,2003-05-22,KOSPI,주권,보통주,500,21544022
475230,엔알비,2025-07-28,KOSDAQ,주권,보통주,500,10427139
238170,엔에스엠,2019-12-26,KONEX,주권,보통주,500,20774684
78860,엔에스이엔엠,2006-06-27,KOSDAQ,주권,보통주,100,59362257
224760,엔에스컴퍼니,2015-07-31,KONEX,주권,보통주,500,3939700
451700,엔에이치스팩29호,2023-06-23,KOSDAQ,주권,보통주,100,14350000
466910,엔에이치스팩30호,2023-12-01,KOSDAQ,주권,보통주,100,9100000
481890,엔에이치스팩31호,2024-07-26,KOSDAQ,주권,보통주,100,6345000
0054V0,엔에이치스팩32호,2025-12-05,KOSDAQ,주권,보통주,100,6216500
104200,NHN벅스,2009-10-06,KOSDAQ,주권,보통주,500,14827550
60250,NHN KCP,2002-01-08,KOSDAQ,주권,보통주,500,40160611
400760,NH올원리츠,2021-11-18,KOSPI,부동산투자회사,보통주,500,54929275
5945,NH투자증권우,1988-09-13,KOSPI,주권,구형우선주,5000,18870968
5940,NH투자증권,1975-09-30,KOSPI,주권,보통주,5000,356344369
265740,엔에프씨,2020-12-02,KOSDAQ,주권,보통주,100,17863600
53290,NE능률,2002-12-10,KOSDAQ,주권,보통주,500,16526307
354200,엔젠바이오,2020-12-10,KOSDAQ,주권,보통주,1000,25038128
455900,엔젤로보틱스,2024-03-26,KOSDAQ,주권,보통주,500,15183131
419080,엔젯,2022-11-18,KOSDAQ,주권,보통주,500,10652637
93510,엔지브이아이,2019-09-30,KONEX,주권,보통주,500,6020000
183490,엔지켐생명과학,2018-02-21,KOSDAQ,주권,보통주,500,85065562
85310,엔케이,2008-01-24,KOSPI,주권,보통주,500,78880322
182400,엔케이맥스,2015-10-23,KOSDAQ,주권,보통주,500,71378535
348370,엔켐,2021-11-01,KOSDAQ,주권,보통주,500,21767445
69410,엔텔스,2007-06-20,KOSDAQ,주권,보통주,500,10244824
227950,엔투텍,2015-11-18,KOSDAQ,주권,보통주,100,172541047
291230,엔피,2018-09-13,KOSDAQ,주권,보통주,100,44095775
222160,NPX,2021-11-18,KOSDAQ,주권,보통주,500,9894439
48830,엔피케이,2000-10-12,KOSDAQ,주권,보통주,500,18723923
96870,엘디티,2008-05-02,KOSDAQ,주권,보통주,500,6678400
276240,엘리비젼,2018-07-05,KONEX,주권,보통주,500,12313138
900140,엘브이엠씨홀딩스,2010-11-30,KOSPI,외국주권,보통주,0.25,193240432
61970,LB세미콘,2011-01-31,KOSDAQ,주권,보통주,500,58083006
309960,LB인베스트먼트,2023-03-29,KOSDAQ,주권,보통주,1000,23217239
290650,엘앤씨바이오,2018-11-01,KOSDAQ,주권,보통주,500,24618850
66970,엘앤에프,2024-01-29,KOSPI,주권,보통주,500,40209316
156100,엘앤케이바이오,2016-11-30,KOSDAQ,주권,보통주,500,21032076
0041J0,엘에스스팩1호,2025-07-22,KOSDAQ,주권,보통주,100,4110000
60370,LS마린솔루션,2002-02-15,KOSDAQ,주권,보통주,1000,52238854
417200,LS머트리얼즈,2023-12-12,KOSDAQ,주권,보통주,500,67652659
78020,LS증권,2007-02-21,KOSDAQ,주권,보통주,5000,55481190
322180,LS티라유텍,2019-10-31,KOSDAQ,주권,보통주,100,20921984
311060,엘에이티,2018-12-28,KONEX,주권,보통주,500,7827134
108675,LX하우시스우,2009-04-20,KOSPI,주권,구형우선주,5000,1032330
108670,LX하우시스,2009-04-20,KOSPI,주권,보통주,5000,8967670
38380K,LX홀딩스1우,2021-05-27,KOSPI,주권,종류주권,1000,1465285
383800,LX홀딩스,2021-05-27,KOSPI,주권,보통주,1000,76280690
73110,엘엠에스,2007-10-12,KOSDAQ,주권,보통주,500,8895755
83310,엘오티베큠,2005-10-05,KOSDAQ,주권,보통주,500,17810033
64400,LG씨엔에스,2025-02-05,KOSPI,주권,보통주,500,96885948
37560,LG헬로비전,2012-11-09,KOSPI,주권,보통주,2500,77446865
37950,엘컴텍,2000-08-24,KOSDAQ,주권,보통주,500,84447519
225190,LK삼양,2017-06-02,KOSDAQ,주권,보통주,100,70468440
489500,엘케이켐,2025-02-25,KOSDAQ,주권,보통주,100,6278056
170920,엘티씨,2013-10-08,KOSDAQ,주권,보통주,500,10564126
476080,M83,2024-08-22,KOSDAQ,주권,보통주,100,8037000
58630,엠게임,2008-12-19,KOSDAQ,주권,보통주,500,19543877
226590,엠디바이스,2025-03-07,KOSDAQ,주권,보통주,500,10630784
58970,엠로,2021-08-13,KOSDAQ,주권,보통주,500,12359538
97520,엠씨넥스,2021-07-06,KOSPI,주권,보통주,500,17400000
373170,엠아이큐브솔루션,2023-08-04,KOSDAQ,주권,보통주,100,5037930
179290,엠아이텍,2018-11-29,KOSDAQ,주권,보통주,500,32365678
484870,엠앤씨솔루션,2024-12-16,KOSPI,주권,보통주,100,9153900
9780,엠에스씨,1993-10-12,KOSDAQ,주권,보통주,500,17600000
123040,엠에스오토텍,2010-08-06,KOSDAQ,주권,보통주,500,62628299
432980,엠에프씨,2024-12-26,KOSDAQ,주권,보통주,500,8591742
413390,엠오티,2024-11-18,KOSDAQ,주권,보통주,500,11580180
32790,엠젠솔루션,1997-06-26,KOSDAQ,주권,보통주,500,49860058
33160,엠케이전자,1997-11-10,KOSDAQ,주권,보통주,500,22596480
347890,엠투아이,2020-07-29,KOSDAQ,주권,보통주,100,16913204
33310,엠투엔,1997-11-10,KOSDAQ,주권,보통주,500,40342231
259630,엠플러스,2017-09-20,KOSDAQ,주권,보통주,500,12157656
105550,엣지파운드리,2014-07-11,KOSDAQ,주권,보통주,500,78307051
60850,영림원소프트랩,2020-08-12,KOSDAQ,주권,보통주,500,8131000
14440,영보화학,1997-08-27,KOSPI,주권,보통주,500,20000000
143540,영우디에스피,2014-10-29,KOSDAQ,주권,보통주,500,44599895
111770,영원무역,2009-07-30,KOSPI,주권,보통주,500,44311468
9970,영원무역홀딩스,1988-11-07,KOSPI,주권,보통주,500,13499237
3520,영진약품,1973-06-25,KOSPI,주권,보통주,500,182892731
670,영풍,1976-06-12,KOSPI,주권,보통주,500,19108450
12280,영화금속,1990-01-25,KOSPI,주권,보통주,500,51664505
265560,영화테크,2017-10-26,KOSDAQ,주권,보통주,500,10690180
12160,영흥,2010-01-25,KOSPI,주권,보통주,500,101310372
36000,예림당,1999-11-30,KOSDAQ,주권,보통주,500,23034277
250930,예선테크,2016-09-29,KOSDAQ,주권,보통주,100,33000440
53280,예스24,2008-05-07,KOSDAQ,주권,보통주,500,25000000
122640,예스티,2015-12-16,KOSDAQ,주권,보통주,500,21349821
476040,오가노이드사이언스,2025-05-09,KOSDAQ,주권,보통주,500,6580165
900300,오가닉티코스메틱,2016-11-04,KOSDAQ,외국주권,보통주,무액면,251004876
212310,오건에코텍,2016-07-26,KONEX,주권,보통주,500,11555874
45060,오공,2000-08-10,KOSDAQ,주권,보통주,500,16941974
192410,오늘이엔엠,2014-08-14,KOSDAQ,주권,보통주,100,46661573
80520,오디텍,2007-10-08,KOSDAQ,주권,보통주,500,11746609
7310,오뚜기,1994-08-12,KOSPI,주권,보통주,5000,4007830
39830,오로라,2001-01-03,KOSDAQ,주권,보통주,500,10762890
322310,오로스테크놀로지,2021-02-24,KOSDAQ,주권,보통주,500,9366542
46120,오르비텍,2010-06-15,KOSDAQ,주권,보통주,500,27703684
475830,오름테라퓨틱,2025-02-14,KOSDAQ,주권,보통주,100,21232368
14940,오리엔탈정공,2001-12-26,KOSDAQ,주권,보통주,500,45573661
2630,오리엔트바이오,1976-12-28,KOSPI,주권,보통주,500,118583005
65500,오리엔트정공,2002-09-19,KOSDAQ,주권,보통주,500,31742912
271560,오리온,2017-07-07,KOSPI,주권,보통주,500,39536132
1800,오리온홀딩스,1975-06-27,KOSPI,주권,보통주,500,62645422
10470,오리콤,2000-10-24,KOSDAQ,주권,보통주,1000,11975050
417860,오브젠,2023-01-30,KOSDAQ,주권,보통주,500,4516140
352910,오비고,2021-07-13,KOSDAQ,주권,보통주,500,12637802
53980,오상자이엘,2002-04-09,KOSDAQ,주권,보통주,500,18982783
36220,오상헬스케어,2024-03-13,KOSDAQ,주권,보통주,500,14509416
52420,오성첨단소재,2001-08-07,KOSDAQ,주권,보통주,500,94425682
332190,오션스바이오,2025-01-14,KONEX,주권,보통주,100,1477839
52300,오션인더블유,2001-08-02,KOSDAQ,주권,보통주,5000,16865143
39200,오스코텍,2007-01-17,KOSDAQ,주권,보통주,500,38258176
31510,오스템,1997-02-12,KOSDAQ,주권,보통주,500,28000000
10060,OCI홀딩스,1985-07-09,KOSPI,주권,보통주,5000,18670232
342870,오아,2025-09-09,KOSDAQ,주권,보통주,500,5857619
368970,오에스피,2022-10-14,KOSDAQ,주권,보통주,500,9346160
138080,오이솔루션,2014-02-27,KOSDAQ,주권,보통주,500,11477616
80580,오킨스전자,2014-12-24,KOSDAQ,주권,보통주,500,20181176
67170,오텍,2003-11-14,KOSDAQ,주권,보통주,500,23891605
353590,오토앤,2022-01-20,KOSDAQ,주권,보통주,500,12875570
173130,오파스넷,2018-08-24,KOSDAQ,주권,보통주,500,13046473
49480,오픈베이스,2001-01-09,KOSDAQ,주권,보통주,500,31422383
394280,오픈엣지테크놀로지,2022-09-26,KOSDAQ,주권,보통주,100,22059579
476060,온코닉테라퓨틱스,2024-12-19,KOSDAQ,주권,보통주,500,44489866
382150,온코크로스,2024-12-18,KOSDAQ,주권,보통주,500,12028337
5320,온타이드,1996-12-24,KOSPI,주권,보통주,500,68375690
244460,올리패스,2019-09-20,KOSDAQ,주권,보통주,500,6639505
226950,올릭스,2018-07-18,KOSDAQ,주권,보통주,500,20189883
57540,옴니시스템,2007-09-19,KOSDAQ,주권,보통주,500,59449355
131030,옵투스제약,2010-12-03,KOSDAQ,주권,보통주,500,17646590
82210,옵트론텍,2005-06-24,KOSDAQ,주권,보통주,500,33192374
109080,옵티시스,2011-07-12,KOSDAQ,주권,보통주,500,5636000
380540,옵티코어,2022-12-29,KOSDAQ,주권,보통주,100,48533341
153710,옵티팜,2018-10-26,KOSDAQ,주권,보통주,500,14669958
51390,YW,2001-11-15,KOSDAQ,주권,보통주,500,11355368
432430,와이랩,2023-07-20,KOSDAQ,주권,보통주,500,16508320
338840,와이바이오로직스,2023-12-05,KOSDAQ,주권,보통주,500,14949181
57030,YBM넷,2004-06-08,KOSDAQ,주권,보통주,500,16312697
122990,와이솔,2010-09-10,KOSDAQ,주권,보통주,500,26639081
232140,와이씨,2015-12-24,KOSDAQ,주권,보통주,100,82045350
112290,와이씨켐,2022-07-14,KOSDAQ,주권,보통주,1000,10110545
65530,와이어블,2002-06-04,KOSDAQ,주권,보통주,500,47838759
67900,와이엔텍,2005-12-23,KOSDAQ,주권,보통주,500,18199659
7530,와이엠,1994-08-05,KOSDAQ,주권,보통주,500,22254231
155650,와이엠씨,2012-11-15,KOSDAQ,주권,보통주,500,19474358
273640,와이엠텍,2021-09-10,KOSDAQ,주권,보통주,500,10966000
251370,와이엠티,2017-04-27,KOSDAQ,주권,보통주,500,17624010
209640,와이제이링크,2024-10-18,KOSDAQ,주권,보통주,500,28443146
96250,와이즈넛,2025-01-24,KOSDAQ,주권,보통주,500,13096536
273060,와이즈버즈,2017-08-07,KOSDAQ,주권,보통주,100,50459582
19210,와이지-원,1997-08-06,KOSDAQ,주권,보통주,500,33573819
122870,와이지엔터테인먼트,2011-11-23,KOSDAQ,주권,보통주,500,18691049
37270,YG PLUS,2003-08-01,KOSPI,주권,보통주,500,63663110
11690,와이투솔루션,1995-12-21,KOSPI,주권,보통주,2500,36574394
40300,YTN,2001-09-04,KOSDAQ,주권,보통주,1000,47676980
79000,와토스코리아,2005-11-15,KOSDAQ,주권,보통주,500,7200000
316140,우리금융지주,2019-02-13,KOSPI,주권,보통주,5000,734076320
32820,우리기술,2000-06-22,KOSDAQ,주권,보통주,500,166664586
41190,우리기술투자,2000-06-09,KOSDAQ,주권,보통주,500,84000000
115440,우리넷,2010-01-27,KOSDAQ,주권,보통주,500,10794292
46970,우리로,2012-11-27,KOSDAQ,주권,보통주,500,43824999
82850,우리바이오,2005-07-29,KOSDAQ,주권,보통주,500,48456578
215360,우리산업,2015-05-06,KOSDAQ,주권,보통주,500,9132163
72470,우리산업홀딩스,2003-10-28,KOSDAQ,주권,보통주,500,18887341
73560,우리손에프앤지,2016-07-27,KOSDAQ,주권,보통주,500,69237643
37400,우리엔터프라이즈,1999-12-16,KOSDAQ,주권,보통주,500,26223346
153490,우리이앤엘,2013-02-05,KOSDAQ,주권,보통주,500,51480000
101170,우림피티에스,2009-04-28,KOSDAQ,주권,보통주,500,13500000
6980,우성,1988-10-10,KOSPI,주권,보통주,5000,3090000
66590,우수AMS,2003-02-12,KOSDAQ,주권,보통주,500,38677937
17370,우신시스템,2002-05-28,KOSPI,주권,보통주,500,18314054
103840,우양,2019-11-20,KOSDAQ,주권,보통주,100,16366428
101970,우양에이치씨,2025-03-28,KOSDAQ,주권,보통주,500,14790009
46940,우원개발,2002-06-18,KOSDAQ,주권,보통주,500,18074350
215380,우정바이오,2015-05-18,KOSDAQ,주권,보통주,500,16829576
65680,우주일렉트로,2004-01-02,KOSDAQ,주권,보통주,500,9240471
105840,우진,2010-07-26,KOSPI,주권,보통주,500,20197670
18620,우진비앤지,2008-05-20,KOSDAQ,주권,보통주,500,28889293
10400,우진아이엔에스,2018-09-14,KOSPI,주권,보통주,500,7622000
457550,우진엔텍,2024-01-24,KOSDAQ,주권,보통주,500,9318958
49800,우진플라임,2006-05-24,KOSPI,주권,보통주,500,20000000
16880,웅진,1994-11-05,KOSPI,주권,보통주,500,79927080
95720,웅진씽크빅,2007-05-31,KOSPI,주권,보통주,500,115505985
396470,워트,2023-10-26,KOSDAQ,주권,보통주,100,16120000
5820,원림,1990-04-20,KOSPI,주권,보통주,5000,2297970
307280,원바이오젠,2018-12-05,KOSDAQ,주권,보통주,500,7094627
32940,원익,1997-07-18,KOSDAQ,주권,보통주,500,18193230
104830,원익머트리얼즈,2011-12-28,KOSDAQ,주권,보통주,500,12608000
240810,원익IPS,2016-05-02,KOSDAQ GLOBAL,주권,보통주,500,49083901
14190,원익큐브,1996-04-26,KOSDAQ,주권,보통주,500,35399906
74600,원익QnC,2003-12-12,KOSDAQ GLOBAL,주권,보통주,500,26288000
217820,원익피앤이,2015-12-07,KOSDAQ,주권,보통주,500,47454559
30530,원익홀딩스,1996-09-24,KOSDAQ,주권,보통주,500,77237981
12620,원일특강,1994-06-28,KOSDAQ,주권,보통주,500,4400000
136150,원일티엔아이,2025-05-09,KOSDAQ,주권,보통주,500,8381030
382840,원준,2021-10-07,KOSDAQ,주권,보통주,100,15271581
336570,원텍,2019-12-19,KOSDAQ,주권,보통주,100,89968897
376980,원티드랩,2021-08-11,KOSDAQ,주권,보통주,500,9766394
122830,원포유,2020-10-23,KONEX,주권,보통주,100,32751985
8370,원풍,1992-12-18,KOSDAQ,주권,보통주,500,12000000
8290,원풍물산,1997-07-18,KOSDAQ,주권,보통주,500,40693679
101160,월덱스,2008-06-19,KOSDAQ,주권,보통주,500,16510993
336060,웨이버스,2019-11-28,KOSDAQ,주권,보통주,100,48155200
95270,웨이브일렉트로,2007-09-12,KOSDAQ,주권,보통주,500,14372406
289930,웨이비스,2024-10-25,KOSDAQ,주권,보통주,500,12519593
10600,웰바이오텍,1997-07-18,KOSPI,주권,보통주,500,90923407
65950,웰크론,2003-07-29,KOSDAQ,주권,보통주,500,28231302
76080,웰크론한텍,2008-07-18,KOSDAQ,주권,보통주,500,22594156
