단축코드,한글 종목약명,상장일,시장구분,증권구분,주식종류,액면가,상장주식수
9900,명신산업,2020-12-07,KOSPI,주권,보통주,500,52470133
317450,명인제약,2025-10-01,KOSPI,주권,보통주,500,14600000
12690,모나리자,1988-10-14,KOSPI,주권,보통주,500,36571255
5360,모나미,1974-06-26,KOSPI,주권,보통주,1000,18897307
70960,모나용평,2016-05-27,KOSPI,주권,보통주,5000,48133333
434480,모니터랩,2023-05-19,KOSDAQ,주권,보통주,100,12310300
80420,모다이노칩,2005-12-06,KOSDAQ,주권,보통주,500,79721622
417970,모델솔루션,2022-10-07,KOSDAQ,주권,보통주,500,6396700
80160,모두투어,2005-07-26,KOSDAQ,주권,보통주,500,18900000
87260,모바일어플라이언스,2017-02-24,KOSDAQ,주권,보통주,500,32552861
101330,모베이스,2010-02-04,KOSDAQ,주권,보통주,500,23147029
12860,모베이스전자,1994-10-26,KOSDAQ,주권,보통주,500,73233457
363260,모비데이즈,2021-02-10,KOSDAQ,주권,보통주,500,32163769
348030,모비릭스,2021-01-28,KOSDAQ,주권,보통주,100,9603800
250060,모비스,2016-09-08,KOSDAQ,주권,보통주,100,32171314
288980,모아데이타,2022-03-10,KOSDAQ,주권,보통주,500,34556562
142760,모아라이프플러스,2016-07-07,KOSDAQ,주권,보통주,500,39053522
33200,모아텍,1997-10-13,KOSDAQ,주권,보통주,500,14331185
333050,모코엠시스,2019-10-31,KOSDAQ,주권,보통주,100,24613326
9680,모토닉,1994-01-14,KOSPI,주권,보통주,500,28050000
118990,모트렉스,2017-08-04,KOSDAQ,주권,보통주,500,24861990
463480,모티브링크,2025-02-20,KOSDAQ,주권,보통주,200,12390358
6920,모헨즈,1989-01-05,KOSDAQ,주권,보통주,500,10920000
1810,무림SP,2000-01-04,KOSDAQ,주권,보통주,500,22137500
9200,무림페이퍼,1990-06-09,KOSPI,주권,보통주,2500,41609310
9580,무림P&P,1989-06-20,KOSPI,주권,보통주,2500,62368324
322970,무진메디,2020-06-24,KONEX,주권,보통주,500,10051978
33920,무학,2010-07-20,KOSPI,주권,보통주,200,28500000
8420,문배철강,1994-11-05,KOSPI,주권,보통주,500,20503505
279600,미디어젠,2019-11-05,KOSDAQ,주권,보통주,500,4684781
95500,미래나노텍,2007-10-01,KOSDAQ,주권,보통주,500,31009999
254490,미래반도체,2023-01-27,KOSDAQ,주권,보통주,100,14438000
25560,미래산업,1996-11-22,KOSPI,주권,보통주,500,4482654
218150,미래생명자원,2015-06-18,KOSDAQ,주권,보통주,100,20415802
7120,미래아이앤지,1999-11-26,KOSPI,주권,보통주,500,28878608
396690,미래에셋글로벌리츠,2021-12-03,KOSPI,부동산투자회사,보통주,1000,39605940
94800,맵스리얼티,2007-04-09,KOSPI,투자회사,보통주,무액면,92834331
357250,미래에셋맵스리츠,2020-08-05,KOSPI,부동산투자회사,보통주,1000,24995105
100790,미래에셋벤처투자,2019-03-15,KOSDAQ,주권,보통주,1000,53124634
448830,미래에셋비전스팩3호,2023-04-07,KOSDAQ,주권,보통주,100,4920000
477380,미래에셋비전스팩4호,2024-05-29,KOSDAQ,주권,보통주,100,8100000
477470,미래에셋비전스팩5호,2024-06-19,KOSDAQ,주권,보통주,100,5480000
478440,미래에셋비전스팩6호,2024-06-24,KOSDAQ,주권,보통주,100,6930000
482680,미래에셋비전스팩7호,2024-09-11,KOSDAQ,주권,보통주,100,8215000
0093G0,미래에셋비전스팩8호,2025-11-27,KOSDAQ,주권,보통주,100,6400000
0096D0,미래에셋비전스팩9호,2025-12-01,KOSDAQ,주권,보통주,100,5500000
85620,미래에셋생명,2015-07-08,KOSPI,주권,보통주,5000,177016189
6805,미래에셋증권우,1989-04-08,KOSPI,주권,구형우선주,5000,14075750
00680K,미래에셋증권2우B,2018-03-14,KOSPI,주권,신형우선주,5000,136678482
6800,미래에셋증권,1975-09-30,KOSPI,주권,보통주,5000,567085734
208890,미래엔에듀파트너,2014-12-18,KONEX,주권,보통주,1000,4005520
49950,미래컴퍼니,2005-01-04,KOSDAQ,주권,보통주,500,8817884
207760,미스터블루,2014-12-12,KOSDAQ,주권,보통주,100,83079783
81660,미스토홀딩스,2010-09-28,KOSPI,주권,보통주,1000,60095839
2840,미원상사,1989-09-25,KOSPI,주권,보통주,500,4750000
268280,미원에스씨,2017-05-22,KOSPI,주권,보통주,500,5000000
107590,미원홀딩스,2009-03-02,KOSPI,주권,보통주,500,2320000
134380,미원화학,2011-02-15,KOSPI,주권,보통주,1000,2199268
351020,미쥬,2023-10-26,KONEX,주권,보통주,100,2075000
3650,미창석유,1989-09-27,KOSPI,주권,보통주,5000,1739672
59090,미코,2002-01-15,KOSDAQ,주권,보통주,500,33416778
201490,미투온,2016-10-10,KOSDAQ,주권,보통주,500,32593810
475460,미트박스,2025-01-23,KOSDAQ,주권,보통주,100,5613025
452200,민테크,2024-05-03,KOSDAQ,주권,보통주,100,23727300
206640,바디텍메드,2014-12-29,KOSDAQ,주권,보통주,1000,23486560
18700,바른손,1994-03-18,KOSDAQ,주권,보통주,1000,35119757
35620,바른손이앤에이,1999-08-13,KOSDAQ,주권,보통주,500,74439675
354390,바스칸바이오제약,2022-07-20,KONEX,주권,보통주,2500,7018247
53030,바이넥스,2001-08-07,KOSDAQ,주권,보통주,500,32684188
301300,바이브컴퍼니,2020-10-28,KOSDAQ,주권,보통주,500,13154712
377740,바이오노트,2022-12-22,KOSPI,주권,보통주,500,102056048
64550,바이오니아,2005-12-29,KOSDAQ,주권,보통주,500,25810291
314930,바이오다인,2021-03-17,KOSDAQ,주권,보통주,500,29764103
489460,바이오비쥬,2025-05-20,KOSDAQ,주권,보통주,500,15044430
86820,바이오솔루션,2018-08-20,KOSDAQ,주권,보통주,500,24286310
38460,바이오스마트,2000-06-22,KOSDAQ,주권,보통주,500,26164438
251120,바이오에프디엔씨,2022-02-21,KOSDAQ,주권,보통주,500,8695700
199730,바이오인프라,2023-03-02,KOSDAQ,주권,보통주,500,4864367
266470,바이오인프라생명과학,2020-07-22,KONEX,주권,보통주,500,27866019
289170,바이오텐,2023-10-13,KONEX,주권,보통주,500,3576689
86040,바이오톡스텍,2007-09-21,KOSDAQ,주권,보통주,500,15958247
188040,바이오포트,2025-05-16,KOSDAQ,주권,보통주,200,4679308
199290,바이오프로테크,2016-12-08,KONEX,주권,보통주,500,16325192
99430,바이오플러스,2021-09-27,KOSDAQ,주권,보통주,500,61640722
32980,바이온,1997-08-06,KOSDAQ,주권,보통주,500,30388995
308080,바이젠셀,2021-08-25,KOSDAQ,주권,보통주,500,20449100
43150,바텍,2006-09-29,KOSDAQ,주권,보통주,500,14854256
323990,박셀바이오,2020-09-22,KOSDAQ,주권,보통주,500,23257345
3610,방림,1989-05-30,KOSPI,주권,보통주,500,40202158
267790,배럴,2018-02-01,KOSDAQ,주권,보통주,500,7689309
46310,백금T&A,2002-02-05,KOSDAQ,주권,보통주,500,16418641
35150,백산,1999-08-11,KOSPI,주권,보통주,500,20558867
331520,밸로프,2019-10-29,KOSDAQ,주권,보통주,100,50864390
199480,뱅크웨어글로벌,2024-08-12,KOSDAQ,주권,보통주,500,10196588
438700,버넥트,2023-07-26,KOSDAQ,주권,보통주,500,11144890
66410,버킷스튜디오,2003-12-19,KOSDAQ,주권,보통주,500,138453818
2410,범양건영,1988-05-25,KOSPI,주권,보통주,1000,27479820
382900,범한퓨얼셀,2022-06-17,KOSDAQ,주권,보통주,500,8761000
206400,베노티앤알,2014-12-10,KOSDAQ,주권,보통주,500,37510158
19010,베뉴지,1993-11-05,KOSDAQ,주권,보통주,500,48200000
177350,베셀,2015-06-19,KOSDAQ,주권,보통주,500,19653767
457600,벡트,2024-12-16,KOSDAQ,주권,보통주,100,13707500
424760,벨로크,2022-07-22,KOSDAQ,주권,보통주,100,19665002
7210,벽산,1972-01-04,KOSPI,주권,보통주,500,66860000
250000,보라티알,2017-06-08,KOSDAQ,주권,보통주,500,6750733
2760,보락,1989-11-30,KOSPI,주권,보통주,200,59900000
3850,보령,1988-10-24,KOSPI,주권,보통주,500,85787207
310210,보로노이,2022-06-24,KOSDAQ,주권,보통주,500,18393121
6910,보성파워텍,1994-09-07,KOSDAQ,주권,보통주,500,49129824
890,보해양조,1988-09-23,KOSPI,주권,보통주,500,139120129
226340,본느,2015-11-05,KOSDAQ,주권,보통주,100,41952420
496320,본시스템즈,2025-09-08,KONEX,주권,보통주,100,1000000
206950,볼빅,2015-12-30,KONEX,주권,보통주,500,14077265
8470,부스타,2011-02-23,KOSDAQ,주권,보통주,500,8404800
3000,부광약품,1988-08-05,KOSPI,주권,보통주,500,98664671
1275,부국증권우,1989-11-10,KOSPI,주권,구형우선주,5000,3000000
1270,부국증권,1988-07-19,KOSPI,주권,보통주,5000,10369886
26940,부국철강,2008-10-14,KOSPI,주권,보통주,500,20000000
14470,부방,1994-02-25,KOSDAQ,주권,보통주,500,60052260
11390,부산산업,1990-09-14,KOSPI,주권,보통주,5000,1056000
5030,부산주공,1975-12-26,KOSPI,주권,보통주,500,78782988
338220,뷰노,2021-02-26,KOSDAQ,주권,보통주,100,14001823
100120,뷰웍스,2009-04-10,KOSDAQ,주권,보통주,500,9750000
406820,뷰티스킨,2023-07-24,KOSDAQ,주권,보통주,500,3534040
99390,브레인즈컴퍼니,2021-08-19,KOSDAQ,주권,보통주,500,8208283
64480,브리지텍,2008-06-04,KOSDAQ,주권,보통주,500,11952500
365900,브이씨,2022-02-24,KOSDAQ,주권,보통주,500,7310300
89970,브이엠,2018-08-23,KOSDAQ,주권,보통주,100,24411695
251630,브이원텍,2017-07-13,KOSDAQ,주권,보통주,500,15942886
18290,브이티,1994-09-07,KOSDAQ,주권,보통주,500,34941838
478560,블랙야크아이앤씨,2025-01-21,KOSDAQ,주권,보통주,100,25830298
6740,블루산업개발,1996-07-03,KOSPI,주권,보통주,500,56975588
439580,블루엠텍,2023-12-13,KOSDAQ,주권,보통주,100,33846547
33560,블루콤,2011-01-26,KOSDAQ,주권,보통주,500,17100000
191600,블루탑,2016-08-05,KONEX,주권,보통주,500,2858928
369370,블리츠웨이엔터테인먼트,2020-12-23,KOSDAQ,주권,보통주,100,49871911
126340,비나텍,2020-09-23,KOSDAQ,주권,보통주,500,6573688
121800,비덴트,2011-12-01,KOSDAQ,주권,보통주,500,77201611
82800,비보존 제약,2005-11-18,KOSDAQ,주권,보통주,2500,50104666
318410,비비씨,2020-09-21,KOSDAQ,주권,보통주,500,5555243
2070,비비안,1976-07-13,KOSPI,주권,보통주,500,45196077
100220,비상교육,2008-06-30,KOSPI,주권,보통주,500,12996741
419540,비스토스,2022-10-18,KOSDAQ,주권,보통주,100,22992511
146320,비씨엔씨,2022-03-03,KOSDAQ,주권,보통주,500,12797923
200780,비씨월드제약,2014-12-15,KOSDAQ,주권,보통주,200,9736240
413640,비아이매트릭스,2023-11-09,KOSDAQ,주권,보통주,500,7206940
141000,비아트론,2012-05-04,KOSDAQ,주권,보통주,500,12114710
90460,비에이치,2023-06-20,KOSPI,주권,보통주,500,33711538
83650,비에이치아이,2005-12-02,KOSDAQ,주권,보통주,500,30944375
139050,BF랩스,2011-07-29,KOSDAQ,주권,보통주,500,8644551
473370,비엔케이제2호스팩,2024-03-05,KOSDAQ,주권,보통주,100,4210000
0068Y0,비엔케이제3호스팩,2025-11-21,KOSDAQ,주권,보통주,100,4310000
65170,비엘팜텍,2002-11-19,KOSDAQ,주권,보통주,500,26683025
86670,비엠티,2007-11-02,KOSDAQ,주권,보통주,500,9925885
230980,비유테크놀러지,2016-03-02,KOSDAQ,주권,보통주,100,93320557
126600,BGF에코머티리얼즈,2010-11-12,KOSDAQ,주권,보통주,500,62766899
488900,비츠로넥스텍,2025-11-21,KOSDAQ,주권,보통주,500,28976443
82920,비츠로셀,2009-10-28,KOSDAQ,주권,보통주,500,22872213
54220,비츠로시스,2001-12-26,KOSDAQ,주권,보통주,500,59953081
42370,비츠로테크,2000-08-03,KOSDAQ,주권,보통주,500,26200025
50090,비케이홀딩스,2004-06-29,KOSDAQ,주권,보통주,500,19784735
148780,비큐AI,2022-06-20,KOSDAQ,주권,보통주,500,31445725
307870,비투엔,2018-12-12,KOSDAQ,주권,보통주,100,59564511
377030,비트맥스,2021-07-27,KOSDAQ,주권,보통주,500,37231222
32850,비트컴퓨터,1997-07-04,KOSDAQ,주권,보통주,500,16623293
49470,비트플래닛,2001-10-11,KOSDAQ,주권,보통주,100,117724498
238200,비피도,2018-12-26,KOSDAQ,주권,보통주,500,8180000
93190,빅솔론,2007-08-20,KOSDAQ,주권,보통주,500,19238905
65450,빅텍,2003-02-05,KOSDAQ,주권,보통주,200,28652800
44480,빌리언스,2001-01-11,KOSDAQ,주권,보통주,100,80663728
5180,빙그레,1978-08-31,KOSPI,주권,보통주,5000,9555703
69540,빛과전자,2004-02-13,KOSDAQ,주권,보통주,500,59412866
72950,빛샘전자,2012-03-21,KOSDAQ,주권,보통주,500,8052610
266170,뿌리깊은나무들,2017-06-09,KONEX,주권,보통주,500,7338267
451250,삐아,2024-04-25,KOSDAQ,주권,보통주,500,10225877
143240,사람인,2012-02-21,KOSDAQ,주권,보통주,500,11709263
466410,사이냅소프트,2024-11-19,KOSDAQ,주권,보통주,500,5037023
3960,사조대림,1976-09-16,KOSPI,주권,보통주,5000,9164467
8040,사조동아원,1989-06-24,KOSPI,주권,보통주,500,141144600
7160,사조산업,1989-07-25,KOSPI,주권,보통주,5000,5000000
14710,사조씨푸드,2012-06-29,KOSPI,주권,보통주,1000,17218543
6090,사조오양,1986-12-24,KOSPI,주권,보통주,5000,9422739
223310,사토시홀딩스,2015-12-24,KOSDAQ,주권,보통주,100,26023214
452430,사피엔반도체,2024-02-19,KOSDAQ,주권,보통주,100,8218046
419120,산돌,2022-10-27,KOSDAQ,주권,보통주,500,15133507
62040,산일전기,2024-07-29,KOSPI,주권,보통주,500,30445200
122350,삼기,2010-03-19,KOSDAQ,주권,보통주,100,38339428
419050,삼기에너지솔루션즈,2023-02-03,KOSDAQ,주권,보통주,100,57196240
14970,삼륭물산,1992-12-29,KOSDAQ,주권,보통주,500,15125000
18310,삼목에스폼,1996-05-03,KOSDAQ,주권,보통주,500,14700000
12210,삼미금속,2023-05-16,KONEX,주권,보통주,1000,19766609
53700,삼보모터스,2001-11-06,KOSDAQ,주권,보통주,500,22877190
9620,삼보산업,1993-12-07,KOSDAQ,주권,보통주,100,16386091
23600,삼보판지,1996-05-29,KOSDAQ,주권,보통주,500,16008300
1470,삼부토건,1976-06-26,KOSPI,주권,보통주,1000,229681824
28050,삼성E&A,1996-12-24,KOSPI,주권,보통주,5000,196000000
448730,삼성FN리츠,2023-04-10,KOSPI,부동산투자회사,보통주,500,91050000
6405,삼성SDI우,1989-11-24,KOSPI,주권,구형우선주,5000,1617896
6400,삼성SDI,1979-02-27,KOSPI,주권,보통주,5000,80585530
6660,삼성공조,1987-11-28,KOSPI,주권,보통주,500,8126314
0044K0,삼성스팩10호,2025-08-21,KOSDAQ,주권,보통주,100,7520000
0071M0,삼성스팩11호,2025-09-30,KOSDAQ,주권,보통주,100,5760000
0096B0,삼성스팩12호,2025-11-28,KOSDAQ,주권,보통주,100,6580000
02826K,삼성물산우B,2015-09-15,KOSPI,주권,종류주권,100,1467590
28260,삼성물산,2014-12-18,KOSPI,주권,보통주,100,169976544
207940,삼성바이오로직스,2016-11-10,KOSPI,주권,보통주,2500,46290951
32830,삼성생명,2010-05-12,KOSPI,주권,보통주,500,200000000
18260,삼성에스디에스,2014-11-14,KOSPI,주권,보통주,500,77377800
0126Z0,삼성에피스홀딩스,2025-11-24,KOSPI,주권,보통주,2500,24883049
9155,삼성전기우,1989-10-10,KOSPI,주권,구형우선주,5000,2906984
9150,삼성전기,1979-02-27,KOSPI,주권,보통주,5000,74693696
5935,삼성전자우,1989-09-25,KOSPI,주권,구형우선주,100,815974664
5930,삼성전자,1975-06-11,KOSPI,주권,보통주,100,5919637922
1360,삼성제약,1975-07-04,KOSPI,주권,보통주,500,94162079
10140,삼성중공업,1994-01-28,KOSPI,주권,보통주,1000,880000000
16360,삼성증권,1988-03-28,KOSPI,주권,보통주,5000,89300000
68290,삼성출판사,2002-08-05,KOSPI,주권,보통주,500,10000000
29780,삼성카드,2007-06-27,KOSPI,주권,보통주,5000,115858891
815,삼성화재우,1990-04-10,KOSPI,주권,구형우선주,500,3099510
810,삼성화재,1975-06-30,KOSPI,주권,보통주,500,46011155
6110,삼아알미늄,1980-12-05,KOSPI,주권,보통주,500,14711916
9300,삼아제약,2000-07-19,KOSDAQ,주권,보통주,1000,6370000
0120G0,삼양바이오팜,2025-11-24,KOSPI,주권,보통주,500,7435870
145995,삼양사우,2011-12-05,KOSPI,주권,구형우선주,5000,370070
145990,삼양사,2011-12-05,KOSPI,주권,보통주,5000,10313449
3230,삼양식품,1975-06-30,KOSPI,주권,보통주,5000,7533015
482630,삼양엔씨켐,2025-02-03,KOSDAQ,주권,보통주,500,10944140
484590,삼양컴텍,2025-08-18,KOSDAQ,주권,보통주,500,41210450
36670,삼양케이씨아이,2001-01-03,KOSDAQ,주권,보통주,500,11270000
2170,삼양통상,1989-11-10,KOSPI,주권,보통주,5000,3000000
272550,삼양패키징,2017-11-29,KOSPI,주권,보통주,5000,15068406
70,삼양홀딩스,1968-12-27,KOSPI,주권,보통주,5000,7763191
60310,3S,2002-04-23,KOSDAQ,주권,보통주,500,53059040
2810,삼영무역,1988-03-28,KOSPI,주권,보통주,500,18466948
3720,삼영,1976-06-30,KOSPI,주권,보통주,500,34000000
361670,삼영에스앤씨,2021-05-21,KOSDAQ,주권,보통주,500,5667658
54540,삼영엠텍,2001-11-15,KOSDAQ,주권,보통주,500,13000000
65570,삼영이엔씨,2003-01-21,KOSDAQ,주권,보통주,500,16093838
5680,삼영전자,1976-12-28,KOSPI,주권,보통주,500,20000000
23000,삼원강재,2011-07-22,KOSPI,주권,보통주,500,40000000
4380,삼익THK,1989-09-26,KOSPI,주권,보통주,500,21000000
2450,삼익악기,1988-09-30,KOSPI,주권,보통주,500,90530915
14950,삼익제약,2025-10-27,KOSDAQ,주권,보통주,100,9171413
32280,삼일,1997-03-15,KOSDAQ,주권,보통주,1000,16213590
2290,삼일기업공사,1992-11-30,KOSDAQ,주권,보통주,500,12400000
4440,삼일씨엔에스,2016-03-30,KOSPI,주권,보통주,1000,12731947
520,삼일제약,1985-05-29,KOSPI,주권,보통주,500,21691811
9770,삼정펄프,2006-10-17,KOSPI,주권,보통주,5000,2499971
37460,삼지전자,1999-12-16,KOSDAQ,주권,보통주,500,16318522
32750,삼진,1997-07-14,KOSDAQ,주권,보통주,500,9031122
54090,삼진엘앤디,2004-02-06,KOSDAQ,주권,보통주,500,24959232
5500,삼진제약,1988-06-18,KOSPI,주권,보통주,1000,13320000
250,삼천당제약,2000-10-04,KOSDAQ,주권,보통주,500,23457472
4690,삼천리,1976-12-23,KOSPI,주권,보통주,5000,4055025
24950,삼천리자전거,1995-01-04,KOSDAQ,주권,보통주,500,13273577
38500,삼표시멘트,2001-02-01,KOSDAQ,주권,보통주,500,107916306
437730,삼현,2024-03-21,KOSDAQ,주권,보통주,500,31707567
17480,삼현철강,2001-01-09,KOSDAQ,주권,보통주,500,15702890
10960,삼호개발,2005-05-12,KOSPI,주권,보통주,500,24120000
46390,삼화네트웍스,2001-01-11,KOSDAQ,주권,보통주,200,43172933
4450,삼화왕관,1976-05-28,KOSPI,주권,보통주,5000,2154379
9470,삼화전기,1986-11-24,KOSPI,주권,보통주,1000,6613820
11230,삼화전자,1987-05-25,KOSPI,주권,보통주,1000,19165785
1820,삼화콘덴서,1976-06-26,KOSPI,주권,보통주,1000,10395000
390,삼화페인트,1993-09-10,KOSPI,주권,보통주,500,27203469
27580,상보,2007-10-01,KOSDAQ,주권,보통주,500,59181279
38540,상상인,2000-08-18,KOSDAQ,주권,보통주,1000,55328313
452670,상상인제4호스팩,2023-09-14,KOSDAQ,주권,보통주,100,5220000
1290,상상인증권,1988-09-23,KOSPI,주권,보통주,1000,108337120
41650,상신브레이크,2004-10-27,KOSPI,주권,보통주,500,21471450
91580,상신이디피,2007-05-23,KOSDAQ,주권,보통주,500,13328219
263810,상신전자,2017-10-16,KOSDAQ,주권,보통주,500,15924825
89980,상아프론테크,2011-07-21,KOSDAQ,주권,보통주,500,15989037
42940,상지건설,2000-10-19,KOSDAQ,주권,보통주,5000,6828712
42600,새로닉스,2002-10-01,KOSDAQ,주권,보통주,500,12423574
75180,새론오토모티브,2005-10-21,KOSPI,주권,보통주,500,19200000
107600,새빗켐,2022-08-04,KOSDAQ,주권,보통주,500,5630054
411080,샌즈랩,2023-02-15,KOSDAQ,주권,보통주,100,15267638
252990,샘씨엔에스,2021-05-20,KOSDAQ,주권,보통주,500,58388063
7540,샘표,1976-06-29,KOSPI,주권,보통주,1000,2875800
248170,샘표식품,2016-08-09,KOSPI,주권,보통주,500,4568286
378800,샤페론,2022-10-19,KOSDAQ,주권,보통주,500,46243031
294630,서남,2020-02-20,KOSDAQ,주권,보통주,500,24144099
38070,서린바이오,2005-10-25,KOSDAQ,주권,보통주,500,9100676
6730,서부T&D,1995-10-06,KOSDAQ,주권,보통주,500,65426923
79650,서산,2005-01-21,KOSDAQ,주권,보통주,100,20000000
100660,서암기계공업,2011-12-19,KOSDAQ,주권,보통주,500,12600000
7860,서연,1989-09-09,KOSPI,주권,보통주,500,23479844
200880,서연이화,2014-08-08,KOSPI,주권,보통주,500,27028437
19770,서연탑메탈,2011-06-24,KOSDAQ,주권,보통주,500,11650000
17390,서울가스,1995-08-18,KOSPI,주권,보통주,5000,5000000
43710,서울리거,2002-07-11,KOSDAQ,주권,보통주,500,86562510
92190,서울바이오시스,2020-03-06,KOSDAQ,주권,보통주,500,45868383
46890,서울반도체,2002-01-17,KOSDAQ GLOBAL,주권,보통주,500,58305400
31210,서울보증보험,2025-03-14,KOSPI,주권,보통주,2500,69821598
4415,서울식품우,1989-05-22,KOSPI,주권,구형우선주,100,2224500
4410,서울식품,1973-12-28,KOSPI,주권,보통주,100,390175136
63170,서울옥션,2008-07-01,KOSDAQ,주권,보통주,500,17774267
27040,서울전자통신,1999-12-03,KOSDAQ,주권,보통주,100,69588847
18680,서울제약,2000-08-18,KOSDAQ,주권,보통주,500,11659319
36120,서울평가정보,1999-12-07,KOSDAQ,주권,보통주,500,35500000
21050,서원,1996-01-30,KOSPI,주권,보통주,500,47474590
93920,서원인텍,2007-12-20,KOSDAQ,주권,보통주,500,18600000
189860,서전기전,2014-12-24,KOSDAQ,주권,보통주,500,9698780
178320,서진시스템,2017-03-27,KOSDAQ,주권,보통주,500,56282149
122690,서진오토모티브,2010-05-25,KOSDAQ,주권,보통주,500,22361957
140070,서플러스글로벌,2017-01-25,KOSDAQ,주권,보통주,100,36988000
11370,서한,1994-05-24,KOSDAQ,주권,보통주,500,100894865
65710,서호전기,2002-07-16,KOSDAQ,주권,보통주,500,5150000
8490,서흥,1990-03-27,KOSPI,주권,보통주,500,11569113
35890,서희건설,1999-12-24,KOSDAQ,주권,보통주,500,229808457
357550,석경에이티,2020-12-23,KOSDAQ,주권,보통주,500,5455000
3100,선광,1999-12-21,KOSDAQ,주권,보통주,1000,6600000
7610,선도전기,1989-11-30,KOSPI,주권,보통주,500,18000000
67370,선바이오,2022-10-05,KOSDAQ,주권,보통주,500,12193555
217620,선샤인푸드,2015-06-10,KOSDAQ,주권,보통주,100,7035087
2820,SUN&L,1976-05-22,KOSPI,주권,보통주,1000,12607989
171090,선익시스템,2017-09-20,KOSDAQ,주권,보통주,500,9561504
136490,선진,2011-02-16,KOSPI,주권,보통주,500,23779604
86710,선진뷰티사이언스,2021-01-27,KOSDAQ,주권,보통주,500,12203280
14620,성광벤드,2001-01-11,KOSDAQ,주권,보통주,500,26557364
37350,성도이엔지,2000-01-11,KOSDAQ,주권,보통주,500,15470000
14915,성문전자우,1990-03-24,KOSPI,주권,구형우선주,500,600000
14910,성문전자,1990-03-24,KOSPI,주권,보통주,500,22460985
4985,성신양회우,1988-12-21,KOSPI,주권,구형우선주,5000,735645
4980,성신양회,1976-06-30,KOSPI,주권,보통주,5000,24516073
11300,성안머티리얼스,1995-11-10,KOSPI,주권,보통주,100,155617675
458650,성우,2024-10-31,KOSDAQ,주권,보통주,500,15045670
81580,성우전자,2007-10-12,KOSDAQ,주권,보통주,500,15508143
45300,성우테크론,2001-12-18,KOSDAQ,주권,보통주,500,10347365
15750,성우하이텍,1995-11-04,KOSDAQ,주권,보통주,500,80000000
365340,성일하이텍,2022-07-28,KOSDAQ,주권,보통주,500,12235446
180,성창기업지주,1976-06-02,KOSPI,주권,보통주,500,69751600
80470,성창오토텍,2006-11-03,KOSDAQ,주권,보통주,500,7300000
43260,성호전자,2001-11-29,KOSDAQ,주권,보통주,500,70922823
148150,세경하이테크,2019-07-30,KOSDAQ,주권,보통주,500,35860429
2420,세기상사,1968-12-27,KOSPI,주권,보통주,500,5969948
61090,세나테크놀로지,2025-11-14,KOSDAQ,주권,보통주,500,5577274
188260,세니젠,2023-11-03,KOSDAQ,주권,보통주,500,7228470
53060,세동,2001-08-17,KOSDAQ,주권,보통주,500,17657419
340440,세림B&G,2019-12-27,KOSDAQ,주권,보통주,100,28378364
17510,세명전기,1991-12-26,KOSDAQ,주권,보통주,500,15246000
4365,세방우,1989-10-21,KOSPI,주권,구형우선주,500,3689250
4360,세방,1977-05-19,KOSPI,주권,보통주,500,19115603
4490,세방전지,1987-11-28,KOSPI,주권,보통주,500,14000000
11560,세보엠이씨,1996-12-23,KOSDAQ,주권,보통주,500,10530000
267080,세븐브로이맥주,2024-01-17,KONEX,주권,보통주,500,11871408
396300,세아메카닉스,2022-03-24,KOSDAQ,주권,보통주,100,26489500
1430,세아베스틸지주,1991-03-12,KOSPI,주권,보통주,5000,35862119
306200,세아제강,2018-10-05,KOSPI,주권,보통주,5000,2836300
3030,세아제강지주,1969-05-13,KOSPI,주권,보통주,5000,4141657
19440,세아특수강,2011-06-01,KOSPI,주권,보통주,5000,8570000
58650,세아홀딩스,2001-07-30,KOSPI,주권,보통주,5000,4000000
13000,세우글로벌,1989-09-05,KOSPI,주권,보통주,500,28705031
100700,세운메디칼,2008-09-30,KOSDAQ,주권,보통주,100,43800000
24830,세원물산,1994-12-29,KOSDAQ,주권,보통주,500,8350000
21820,세원정공,1996-07-03,KOSPI,주권,보통주,500,10000000
67830,세이브존I&C,2002-07-25,KOSPI,주권,보통주,1000,41040895
258830,세종메디칼,2018-05-29,KOSDAQ,주권,보통주,100,65786351
36630,세종텔레콤,2000-01-04,KOSDAQ,주권,보통주,5000,10000000
39310,세중,2000-06-09,KOSDAQ,주권,보통주,500,18121667
75580,세진중공업,2015-11-30,KOSPI,주권,보통주,500,56849456
67770,세진티에스,2004-01-09,KOSDAQ,주권,보통주,500,8396593
53450,세코닉스,2001-08-09,KOSDAQ,주권,보통주,500,14792803
222810,세토피아,2015-08-13,KOSDAQ,주권,보통주,500,15131870
252500,세화피앤씨,2016-11-02,KOSDAQ,주권,보통주,100,41486390
321370,센서뷰,2023-07-19,KOSDAQ,주권,보통주,500,45143365
347000,센코,2020-10-29,KOSDAQ,주권,보통주,500,37810846
331920,셀레믹스,2020-08-21,KOSDAQ,주권,보통주,500,8164148
352770,셀레스트라,2020-12-04,KOSDAQ,주권,보통주,100,2592407
471820,셀로맥스사이언스,2024-12-13,KOSDAQ,주권,보통주,100,11581203
49180,셀루메드,2002-05-23,KOSDAQ,주권,보통주,500,54957063
299660,셀리드,2019-02-20,KOSDAQ,주권,보통주,500,29502977
108860,셀바스AI,2009-12-10,KOSDAQ,주권,보통주,500,26914790
208370,셀바스헬스케어,2014-12-17,KOSDAQ,주권,보통주,500,25740564
